"Authors","Author full names","Author(s) ID","Titles","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Cited by","Link","Abstract","Indexed Keywords","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hu Y.; Srinivasan R.; Spoll J.; Ameta G.","Hu, Yang (57199456508); Srinivasan, Raghunathan (57219248058); Spoll, Jessica (57191832374); Ameta, Gaurav (9279054200)","57199456508; 57219248058; 57191832374; 9279054200","Graph based method and tool for complete and selective disassembly time estimation in early design","2015","Journal of Computing and Information Science in Engineering","15","3","031005","","","","10.1115/1.4029752","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994031539&doi=10.1115%2f1.4029752&partnerID=40&md5=67806d5280a10aabe7e2d93140e3891f","The goal of this research is to develop a method and tool (a) to estimate disassembly time automatically from early embodiment design based CAD model and (b) to provide design suggestions to improve product disassemblability. Disassembly is a critical process in the end-of-life (EOL) stage of a product. It is usually followed by sorting and then by material recovery for recycling or part recovery for reuse or remanufacturing. Manual estimation of disassembly time, through physical prototype disassembly or through Boothroyd and Dewhurst system, is time consuming and is not applicable in the early design stage. In this research, graph based data structures and related metrics are utilized to estimate complete and selective disassembly time at embodiment design stage. Selective disassembly is important when a single part of subassembly is to be recovered while the rest of the product is to be discarded. Selective disassembly time is estimated by merging particular nodes in assembly and bipartite graph and then recomputing the graph metrics. The method and algorithm presented in this paper is implemented using SolidWorks application programming interface (API) in Visual C#. Results are compared with the results obtained by Boothroyd and Dewhurst method, the error range is reasonable. Copyright © 2015 by ASME.","Application programming interfaces (API); Graph theory; Graphic methods; Product design; Recovery; Adjacency lists; Design suggestions; Disassembly time; Selective-disassembly; SolidWorks; Computer aided design","Adjacency list; Design suggestion generation; Disassembly time; Selective disassembly time; SolidWorks Application Programming Interface (API)","Article","Final","","Scopus","2-s2.0-84994031539"
"Lorenzon A.F.; Cera M.C.; Schneider Beck A.C.","Lorenzon, Arthur Francisco (55561944100); Cera, Márcia Cristina (15041905200); Schneider Beck, Antonio Carlos (56270700900)","55561944100; 15041905200; 56270700900","Performance and energy evaluation of different multi-threading interfaces in embedded and general purpose systems","2015","Journal of Signal Processing Systems","80","3","","295","307","12","10.1007/s11265-014-0925-9","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928376505&doi=10.1007%2fs11265-014-0925-9&partnerID=40&md5=4221af955afb43a964bae62638c6db58","In current systems, while it is necessary to exploit the availability of multiple cores, it is also mandatory to consume less energy. To speed up the development process and make it as transparent as possible to the programmer, parallelism is exploited through the use of Application Programming Interfaces (API). However, each one of these API implements different ways to exchange data using shared memory regions, and by consequence, they have different levels of energy consumption. In this paper, considering general purpose and embedded systems, we show how each API influences the performance, energy consumption and Energy-Delay Product. For example, Pthreads consumes 12 % less energy on average than OpenMP and MPI considering all benchmarks. We also demonstrate that the difference in Energy-Delay Product (EDP) among the APIs can be of up to 81 %, while the level of efficiency (e.g.: performance or energy consumption per core) changes as the number of threads increases, depending on whether the system is embedded or general purpose. © 2014, Springer Science+Business Media New York.","Application programming interfaces (API); Energy efficiency; Energy utilization; Multiprocessing systems; Parallel programming; Development process; Energy delay product; Energy efficiency evaluation; Energy evaluation; General-purpose systems; Multi-threading; Number of threads; Performance; Embedded systems","Embedded systems; Energy efficiency evaluation; Parallel programming; Performance","Article","Final","","Scopus","2-s2.0-84928376505"
"Hong K.W.; Ryu W.; Choi J.K.; Lim C.-G.","Hong, Kang Woon (34768423400); Ryu, Won (14632430600); Choi, Jun Kyun (37074342700); Lim, Choong-Gyoo (56746950500)","34768423400; 14632430600; 37074342700; 56746950500","Extracting graphics information for better video compression","2015","ETRI Journal","37","4","","743","751","8","10.4218/etrij.15.0114.0065","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938366600&doi=10.4218%2fetrij.15.0114.0065&partnerID=40&md5=fcd681a0ae9cd696fea46b125d59f01f","Cloud gaming services are heavily dependent on the efficiency of real-Time video streaming technology owing to the limited bandwidths of wire or wireless networks through which consecutive frame images are delivered to gamers. Video compression algorithms typically take advantage of similarities among video frame images or in a single video frame image. This paper presents a method for computing and extracting both graphics information and an object's boundary from consecutive frame images of a game application. The method will allow video compression algorithms to determine the positions and sizes of similar image blocks, which in turn, will help achieve better video compression ratios. The proposed method can be easily implemented using function call interception, a programmable graphics pipeline, and offscreen rendering. It is implemented using the most widely used Direct3D API and applied to a well-known sample application to verify its feasibility and analyze its performance. The proposed method computes various kinds of graphics information with minimal overhead. © 2015 ETRI.","Application programming interfaces (API); Computer games; Multimedia systems; Rendering (computer graphics); Cloud gamings; Depth value; Graphics information; Motion Vectors; Off-screen rendering; Programmable shaders; Image compression","Call interception; Cloud gaming; Depth value; Graphics information; Motion vector; Occlusion map; Off-screen rendering; Programmable shader; Video compression","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84938366600"
"Hernández M.; Imbernón B.; Navarro J.M.; García J.M.; Cebrián J.M.; Cecilia J.M.","Hernández, Mario (57196147052); Imbernón, Baldomero (56266987900); Navarro, Juan M. (57190252519); García, José M. (55684869900); Cebrián, Juan M. (21741969900); Cecilia, José M. (35271375900)","57196147052; 56266987900; 57190252519; 55684869900; 21741969900; 35271375900","Evaluation of the 3-D finite difference implementation of the acoustic diffusion equation model on massively parallel architectures","2015","Computers and Electrical Engineering","46","","","190","201","11","10.1016/j.compeleceng.2015.07.001","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937124552&doi=10.1016%2fj.compeleceng.2015.07.001&partnerID=40&md5=a9988fa2e5d19f256c74408d78a2b5ac","The diffusion equation model is a popular tool in room acoustics modeling. The 3-D Finite Difference (3D-FD) implementation predicts the energy decay function and the sound pressure level in closed environments. This simulation is computationally expensive, as it depends on the resolution used to model the room. With such high computational requirements, a high-level programming language (e.g., Matlab) cannot deal with real life scenario simulations. Thus, it becomes mandatory to use our computational resources more efficiently. Manycore architectures, such as NVIDIA GPUs or Intel Xeon Phi offer new opportunities to enhance scientific computations, increasing the performance per watt, but shifting to a different programming model. This paper shows the roadmap to use massively parallel architectures in a 3D-FD simulation. We evaluate the latest generation of NVIDIA and Intel architectures. Our experimental results reveal that NVIDIA architectures outperform by a wide margin the Intel Xeon Phi co-processor while dissipating approximately 50 W less (25%) for large-scale input problems. © 2015 Elsevier Ltd.","Acoustics; Application programming interfaces (API); Architectural acoustics; Architecture; Computer architecture; Diffusion; Finite difference method; High level languages; MATLAB; Partial differential equations; Program processors; CUDA; Diffusion-equation models; Intel Xeon Phi; NVIDIA GPUs; OpenMP; Room acoustics; Parallel architectures","Acoustic diffusion equation model; CUDA; Intel Xeon Phi; NVIDIA GPUs; OpenMP; Room acoustics simulation","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84937124552"
"Kaveh A.; Mirzaei B.; Jafarvand A.","Kaveh, A. (7005396579); Mirzaei, B. (55863410100); Jafarvand, A. (6505727773)","7005396579; 55863410100; 6505727773","Shape-size optimization of single-layer barrel vaults using improved magnetic charged system search","2014","International Journal of Civil Engineering","12","4","","447","465","18","","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914154856&partnerID=40&md5=3eaf23eb81068ed2a27ffa177b0992f9","In this paper, the problem of simultaneous shape and size optimization of single-layer barrel vault frames which contains both of discrete and continuous variables is addressed. In this method, the improved magnetic charged system search (IMCSS) is utilized as the optimization algorithm and the open application programming interface (OAPI) plays the role of interfacing analysis software with the programming language. A comparison between the results of the present method and some existing algorithms confirms the high ability of this approach in simultaneous shape and size optimization of the practical and large-scale spatial structures. © 2014, Iran University of Science and Technology. All rights reserved.","Application programming interfaces (API); Application programs; Computer systems programming; Magnetism; Mechanical variables measurement; Analysis softwares; Barrel vault; Charged system searches; Continuous variables; Open application programming interface; Optimization algorithms; Size optimization; Spatial structure; Shape optimization","Barrel vaults; Improved magnetic charged system search; Open application programming interface; Shape-size optimization","Article","Final","","Scopus","2-s2.0-84914154856"
"Zwettler G.A.; Backfrieder W.","Zwettler, Gerald Adam (16551326900); Backfrieder, Werner (6603199524)","16551326900; 6603199524","Topological Fragmentation of Medical 3D Surface Mesh Models for Multi-Hierarchy Anatomical Classification","2015","International Journal of Electronics and Telecommunications","61","2","","129","136","7","10.1515/eletel-2015-0016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937809029&doi=10.1515%2feletel-2015-0016&partnerID=40&md5=969010a154ff7a1c0fd127fad53ce6e2","High resolution 3D mesh representations of patient anatomy with appendant functional classification are of high importance in the field of clinical education and therapy planning. Thereby, classification is not always possible directly from patient morphology, thus necessitating tool support. In this work a hierarchical mesh data model for multi-hierarchy anatomical classification is introduced, allowing labeling of a patient model according to various medical taxonomies. The classification regions are thereby specified utilizing a spline representation to be placed and deformed by a medical expert at low effort. Furthermore, application of randomized dilation allows conversion of the specified regions on the surface into fragmented and closed sub-meshes, comprising the entire anatomical structure. As proof of concept, the semi-automated classification method is implemented for VTK library and visualization of the multi-hierarchy anatomical model is validated with OpenGL, successfully extracting sub-meshes of the brain lobes and preparing classification regions according to Brodmann area taxonomy. © 2015 Gerald Adam Zwettler et al.","Application programming interfaces (API); Patient treatment; Taxonomies; 3D surface meshes; Functional classification; Levels of detail; Multi-hierarchy; Surface selection; Mesh generation","3D surface mesh; functional classification in medicine; levels of detail; multi-hierarchy classification; spline-based surface selection","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84937809029"
"Gusev M.; Ristov S.; Velkoski G.; Ivanovska B.","Gusev, Marjan (7102901664); Ristov, Sasko (49561774300); Velkoski, Goran (55652423400); Ivanovska, Bisera (56107094300)","7102901664; 49561774300; 55652423400; 56107094300","E-learning and benchmarking platform for parallel and distributed computing","2014","International Journal of Emerging Technologies in Learning","9","2","","17","21","4","10.3991/ijet.v9i2.3215","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897942657&doi=10.3991%2fijet.v9i2.3215&partnerID=40&md5=732cfaf0e44bcdb9e585ae0b218be047","Emerging technologies and increased computing resources challenge the universities to establish learning environments, where the students will learn to efficiently utilize multicore or multi-chip multiprocessors. In this paper, we present a new pilot project with the following goals: (1) as an e-Learning platform for the course on Parallel and Distributed Computing, and (2) as a benchmarking platform to measure the algorithm performance indicators such as speed, speedup and efficiency of the parallel implementation.","Application programming interfaces (API); Computer aided instruction; E-learning; Education; Multiprocessing systems; Algorithm performance; Benchmarking platforms; Multi-processors; OpenMP; Parallel and distributed computing; Parallel implementations; Performance; Remote engineering; Benchmarking","Education; Multi-processor; OpenMP; Performance; Remote engineering","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84897942657"
"Milašinović D.D.; Goleš D.","Milašinović, Dragan D. (6507924927); Goleš, Danica (55769264200)","6507924927; 55769264200","Geometric nonlinear analysis of reinforced concrete folded plate structures by the harmonic coupled finite strip method","2014","Periodica Polytechnica Civil Engineering","58","3","","173","185","12","10.3311/PPci.2096","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907289647&doi=10.3311%2fPPci.2096&partnerID=40&md5=720acc540dcaeacab237efb281d67775","This paper presents theoretical and numerical analysis of two reinforced concrete folded plate structures (RCFPS) of span length 20 and 30 m, according to linear predictions and predictions of geometric nonlinear behavior of structure. Characteristic cross-sections are designed on the basics of internal forces calculated using linear finite strip method (FSM). The ultimate resistance of characteristic cross-sections is presented through diagrams of interaction. It was found that the safety factors of selected cross sections calculated assuming linear structural behavior in almost all the cases are on the safe side in relation to the results obtained assuming large displacements. Significant differences between the results of linear and nonlinear theory are observed only at longer RCFPS. The stability analysis required during the design process is performed by using the complex harmonic coupled finite strip method (HCFSM). A combined application of MPI and OpenMP parallelization methods in the cloud computing environment is used. © 2014, Technical University of Budapest. All rights reserved.","Application programming interfaces (API); Cloud computing; Computation theory; Forecasting; Harmonic analysis; Nonlinear analysis; Plates (structural components); Reinforced concrete; Safety factor; Strip metal; Folded plate structure; Harmonic coupled finite strip methods; MPI; OpenMP; Ultimate resistance; cross section; geometry; harmonic analysis; numerical model; reinforced concrete; stability analysis; Structural design","Cloud computing; Harmonic coupled finite strip method; MPI; OpenMP; Reinforced concrete folded plate structures; Ultimate resistance","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84907289647"
"Aristidou P.; Van Cutsem T.","Aristidou, P. (55535998700); Van Cutsem, T. (7004004510)","55535998700; 7004004510","A parallel processing approach to dynamic simulations of combined transmission and distribution systems","2015","International Journal of Electrical Power and Energy Systems","72","","","58","65","7","10.1016/j.ijepes.2015.02.011","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939976473&doi=10.1016%2fj.ijepes.2015.02.011&partnerID=40&md5=f1f6c96547d7896914fbbe812b690f9a","Simulating a power system with both transmission and distribution networks modeled in detail is a huge computational challenge. In this paper, a Schur-complement-based domain decomposition algorithm is proposed to provide accurate, detailed dynamic simulations of such systems. The simulation procedure is accelerated with the use of parallel programming techniques, taking advantage of the parallelization opportunities inherent to domain decomposition algorithms. The proposed algorithm is general, portable and scalable on inexpensive, shared-memory, multi-core machines. A large-scale test system is used for its performance evaluation. © 2015 Elsevier Ltd. All rights reserved.","Application programming interfaces (API); Electric power transmission; Parallel architectures; Parallel processing systems; Parallel programming; Computational challenges; Domain decomposition algorithms; OpenMP; Schur complement; Simulation procedures; Time simulations; Transmission and distribution; Transmission and distribution systems; Domain decomposition methods","Domain decomposition methods; OpenMP; Parallel computing; Schur-complement; Time simulations","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84939976473"
"Ergül O.; Feki S.; Al-Jarro A.; Clo A.; Bagci H.","Ergül, Özgür (57219172439); Feki, Saber (25651399800); Al-Jarro, Ahmed (6506699603); Clo, Alain (55597564200); Bagci, Hakan (24477237400)","57219172439; 25651399800; 6506699603; 55597564200; 24477237400","Open problems in CEM: Porting an explicit time-domain volume-integral- equation solver on GPUs with OpenACC","2014","IEEE Antennas and Propagation Magazine","56","2","6837098","265","277","12","10.1109/MAP.2014.6837098","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903192928&doi=10.1109%2fMAP.2014.6837098&partnerID=40&md5=928c45f58e78e296e10c410913ef6989","Graphics processing units (GPUs) are gradually becoming mainstream in high-performance computing, as their capabilities for enhancing performance of a large spectrum of scientific applications to many fold when compared to multi-core CPUs have been clearly identified and proven. In this paper, implementation and performance-tuning details for porting an explicit marching-on-in-time (MOT)-based time-domain volume-integral-equation (TDVIE) solver onto GPUs are described in detail. To this end, a high-level approach, utilizing the OpenACC directive-based parallel programming model, is used to minimize two often-faced challenges in GPU programming: developer productivity and code portability. The MOT-TDVIE solver code, originally developed for CPUs, is annotated with compiler directives to port it to GPUs in a fashion similar to how OpenMP targets multi-core CPUs. In contrast to CUDA and OpenCL, where significant modifications to CPU-based codes are required, this high-level approach therefore requires minimal changes to the codes. In this work, we make use of two available OpenACC compilers, CAPS and PGI. Our experience reveals that different annotations of the code are required for each of the compilers, due to different interpretations of the fairly new standard by the compiler developers. Both versions of the OpenACC accelerated code achieved significant performance improvements, with up to 30× speedup against the sequential CPU code using recent hardware technology. Moreover, we demonstrated that the GPU-accelerated fully explicit MOT-TDVIE solver leveraged energy-consumption gains of the order of 3× against its CPU counterpart. © 2014 IEEE.","Application programming interfaces (API); Codes (symbols); Computer graphics; Computer graphics equipment; Parallel programming; Program compilers; Graphics Processing Unit; Marching-on-in-time; Openacc; Parallel processing; Volume integral equation; Integral equations","explicit marching-on-in-time scheme; graphics processing unit (GPU); OpenACC; parallel processing; parallel programming; Time domain volume integral equation","Article","Final","","Scopus","2-s2.0-84903192928"
"Wen M.; Huang D.-F.; Xun C.-Q.; Chen D.","Wen, Mei (12759642500); Huang, Da-fei (55267773700); Xun, Chang-qing (15047240700); Chen, Dong (57212817832)","12759642500; 55267773700; 15047240700; 57212817832","Improving performance portability for GPU-specific OpenCL kernels on multi-core/many-core CPUs by analysis-based transformations","2015","Frontiers of Information Technology and Electronic Engineering","16","11","","899","916","17","10.1631/FITEE.1500032","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946722048&doi=10.1631%2fFITEE.1500032&partnerID=40&md5=d18532a806c4805059338a168289ca0f","OpenCL is an open heterogeneous programming framework. Although OpenCL programs are functionally portable, they do not provide performance portability, so code transformation often plays an irreplaceable role. When adapting GPU-specific OpenCL kernels to run on multi-core/many-core CPUs, coarsening the thread granularity is necessary and thus has been extensively used. However, locality concerns exposed in GPU-specific OpenCL code are usually inherited without analysis, which may give side-effects on the CPU performance. Typically, the use of OpenCL’s local memory on multi-core/many-core CPUs may lead to an opposite performance effect, because local-memory arrays no longer match well with the hardware and the associated synchronizations are costly. To solve this dilemma, we actively analyze the memory access patterns using array-access descriptors derived from GPU-specific kernels, which can thus be adapted for CPUs by (1) removing all the unwanted local-memory arrays together with the obsolete barrier statements and (2) optimizing the coalesced kernel code with vectorization and locality re-exploitation. Moreover, we have developed an automated tool chain that makes this transformation of GPU-specific OpenCL kernels into a CPU-friendly form, which is accompanied with a scheduler that forms a new OpenCL runtime. Experiments show that the automated transformation can improve OpenCL kernel performance on a multi-core CPU by an average factor of 3.24. Satisfactory performance improvements are also achieved on Intel’s many-integrated-core coprocessor. The resultant performance on both architectures is better than or comparable with the corresponding OpenMP performance. © 2015, Journal of Zhejiang University Science Editorial Office and Springer-Verlag Berlin Heidelberg.","Application programming interfaces (API); Coarsening; Computer hardware; Cosine transforms; Graphics processing unit; Program processors; Analysis-based transformation; Automated transformations; Heterogeneous programming; Improving performance; Memory access patterns; Multi core; OpenCL; Performance portability; Memory architecture","Analysis-based transformation; Multi-core/many-core CPU; OpenCL; Performance portability","Article","Final","","Scopus","2-s2.0-84946722048"
"Bar-Magen Numhauser J.; Zalevsky Z.","Bar-Magen Numhauser, Jonathan (56088448000); Zalevsky, Zeev (7005705399)","56088448000; 7005705399","Stereovision Imaging in Smart Mobile Phone Using Add on Prisms","2014","3D Research","5","1","6","1","10","9","10.1007/s13319-014-0006-7","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897052443&doi=10.1007%2fs13319-014-0006-7&partnerID=40&md5=6c6b149b9efd1ccff5b4ac530648061a","In this work we present the use of a prism-based add on component installed on top of a smart phone to achieve stereovision capabilities using iPhone mobile operating system. Through these components and the combination of the appropriate application programming interface and mathematical algorithms the obtained results will permit the analysis of possible enhancements for new uses to such system, in a variety of areas including medicine and communications. Graphical Abstract: Graphical representation of prism based stereovision [Figure not available: see fulltext.] © 2014 3D Research Center, Kwangwoon University and Springer-Verlag Berlin Heidelberg.","Application programming interfaces (API); Computer systems programming; mHealth; Mobile computing; Prisms; Stereo vision; Graphical representations; Mathematical algorithms; Mobile operating systems; OpenCV; Smart Mobile Phones; Smartphones","Mobile-devices; OpenCV; Prisms; Stereovision","Article","Final","","Scopus","2-s2.0-84897052443"
"Idzenga T.; Gaburov E.; Vermin W.; Menssen J.; De Korte C.L.","Idzenga, Tim (8568895400); Gaburov, Evghenii (23481615000); Vermin, Willem (23053051300); Menssen, Jan (6506475134); De Korte, Chris L. (7006714964)","8568895400; 23481615000; 23053051300; 6506475134; 7006714964","Fast 2-D ultrasound strain imaging: The benefits of using a GPU","2014","IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control","61","1","6689790","207","213","6","10.1109/TUFFC.2014.2893","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047689067&doi=10.1109%2fTUFFC.2014.2893&partnerID=40&md5=f7a48505e1843ef56397d3120aada4a3","Deformation of tissue can be accurately estimated from radio-frequency ultrasound data using a 2-dimensional normalized cross correlation (NCC)-based algorithm. This procedure, however, is very computationally time-consuming. A major time reduction can be achieved by parallelizing the numerous computations of NCC. In this paper, two approaches for parallelization have been investigated: the OpenMP interface on a multi-CPU system and Compute Unified Device Architecture (CUDA) on a graphics processing unit (GPU). The performance of the OpenMP and GPU approaches were compared with a conventional Matlab implementation of NCC. The OpenMP approach with 8 threads achieved a maximum speed-up factor of 132 on the computing of NCC, whereas the GPU approach on an Nvidia Tesla K20 achieved a maximum speed-up factor of 376. Neither parallelization approach resulted in a significant loss in image quality of the elastograms. Parallelization of the NCC computations using the GPU, therefore, significantly reduces the computation time and increases the frame rate for motion estimation. © 2014 IEEE.","Algorithms; Computer Graphics; Elasticity Imaging Techniques; Equipment Design; Equipment Failure Analysis; Image Enhancement; Phantoms, Imaging; Reproducibility of Results; Sensitivity and Specificity; Signal Processing, Computer-Assisted; Application programming interfaces (API); Computer graphics; Computer graphics equipment; Image coding; MATLAB; Motion estimation; Multiprocessing systems; Program processors; Ultrasonics; Computation time; Compute Unified Device Architecture(CUDA); Normalized cross correlation; Parallelizations; Radio frequencies; Strain imaging; Time reduction; Ultrasound data; algorithm; computer graphics; elastography; equipment; equipment design; equipment failure; image enhancement; image quality; letter; methodology; reproducibility; sensitivity and specificity; signal processing; Graphics processing unit","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85047689067"
"Kramer S.; Gritzki R.; Perschk A.; Rösler M.; Felsmann C.","Kramer, Stephan (57212735292); Gritzki, Ralf (6507726265); Perschk, Alf (6507558659); Rösler, Markus (8582294200); Felsmann, Clemens (6505968101)","57212735292; 6507726265; 6507558659; 8582294200; 6505968101","Numerical simulation of radiative heat transfer in indoor environments on programmable graphics hardware","2015","International Journal of Thermal Sciences","96","","","345","354","9","10.1145/166117.166145","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924872813&doi=10.1145%2f166117.166145&partnerID=40&md5=bd35172e5af5154e8168be5d900732d0","The efficient use of energy for heating and cooling of indoor environments requires an accurate prediction and analysis of radiative heat transfer. Therefore it is necessary to use modern computer methods as otherwise the computational costs may become higher than for convective heat transfer, which is known to be a huge computational problem. A key problem in calculations of radiative heat transfer is the problem of mutual visibility arising in the determination of view factors. This is the same challenge that global illumination has to cope with which is one of the fundamental topics in computational graphics. The visibility problem is efficiently solved by modern graphics hardware. Therefore an OpenGL-based algorithm is developed to quickly and accurately calculate view factors for arbitrary, complex geometries. Theoretical and implementation details of the applied methods are given. We demonstrate the advantages of the developed computational method by a virtual test room for a tubular radiator, a heating of a warehouse by ceramic infrared heaters and the heat transfer in a car cabin. © 2015 Elsevier Masson SAS.","Application programming interfaces (API); Computer hardware; Hardware; Heat convection; Radiative transfer; Radiators; Virtual reality; Visibility; Hemicube; Indoor environment; OpenGL; Parallelizations; Radiative heat transfer; View factor; Heat transfer","Hemicube; Indoor environment; Obstructed view factors; OpenGL; Parallelization; Radiative heat transfer; Radiator","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84924872813"
"Asao S.; Matsuno K.; Yamakawa M.","Asao, Shinichi (24068471800); Matsuno, Kenichi (56868239600); Yamakawa, Masashi (7202373581)","24068471800; 56868239600; 7202373581","Parallel computations of incompressible flow around falling spheres in a long pipe using moving computational domain method","2013","Computers and Fluids","88","","","850","856","6","10.1016/j.compfluid.2013.07.021","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888141219&doi=10.1016%2fj.compfluid.2013.07.021&partnerID=40&md5=270621c902716c8b0b5fcd19296d2559","In this paper, development of a new moving computational domain method and its parallel implementation are presented. The moving computational domain method is a method where the whole of the computational domain including bodies inside moves in the physical space without the limit of region size. The method is developed for simulation of falling spheres in a long pipe. We investigate flows around multiple bodies that move and interact with each other in accordance with six degrees of freedom motion. Movement of the falling multiple spheres in an infinite long square pipe is simulated. The parallel implementation based on the Domino method, which is a kind of block hyper-plane parallelism, is applied to the time-consuming Poisson solver. The parallel computation is performed using a multi-core processor with up to 24 cores, and its performance is tested. © 2013 .","Application programming interfaces (API); Finite volume method; Incompressible flow; Computational domains; Moving boundary problems; Multi-core processor; OpenMP; Parallel Computation; Parallel implementations; Poisson solvers; Six degrees of freedom; Spheres","Finite volume method; Incompressible flow; Moving boundary problem; OpenMP","Article","Final","","Scopus","2-s2.0-84888141219"
"Çakir G.; Çakir M.; Sevgi L.","Çakir, Gonca (8696914100); Çakir, Mustafa (57022354200); Sevgi, Levent (7004386207)","8696914100; 57022354200; 7004386207","An FDTD-based parallel virtual tool for RCS calculations of complex targets","2014","IEEE Antennas and Propagation Magazine","56","5","6971919","74","90","16","10.1109/MAP.2014.6971919","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915748511&doi=10.1109%2fMAP.2014.6971919&partnerID=40&md5=d581b8ec3d73ecd2e5d120ad0daa796b","A novel, accelerated, and parallelized Finite-Difference Time-Domain (FDTD) based radar cross section (RCS) prediction tool, MGL-FastRCS, is introduced. MGL-FastRCS has been parallelized with OpenMP and Compute Unified Device Architecture (CUDA) for high-performance computing with multiple cores and graphics processing units (GPUs). Characteristic examples using realistic complex air and surface targets are presented. The virtual tool automatically constructs a discrete wire-grid model of the structure under investigation. It is therefore also possible to compare the FDTD results against Method-of-Moments (MoM) data. ©2014 IEEE.","Application programming interfaces (API); Computer graphics; Diffraction; Finite difference time domain method; Image coding; Method of moments; Parallel architectures; Program processors; Radar; Scattering; Time domain analysis; Finite difference time domains; Graphics Processing Unit; Parallel processing; RCS; Virtual tool; Radar cross section","Diffraction; FDTD; Finite-Difference time-domain; Graphics processing unit; Parallel processing; Radar; Radar cross section; RCS; RCS prediction; Scattering; Virtual tool design","Article","Final","","Scopus","2-s2.0-84915748511"
"Liu J.; He M.; Zhang K.; Wang B.; Qiu Q.","Liu, Jinbo (55700885400); He, Mang (7402608926); Zhang, Kang (36115860200); Wang, Binbin (56267592700); Qiu, Qingwei (56267225700)","55700885400; 7402608926; 36115860200; 56267592700; 56267225700","Parallelization of the multilevel fast multipole algorithm by combined use of OpenMP and VALU hardware acceleration","2014","IEEE Transactions on Antennas and Propagation","62","7","6808505","3884","3889","5","10.1109/TAP.2014.2321141","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904178439&doi=10.1109%2fTAP.2014.2321141&partnerID=40&md5=0101cae1ca4fb5f731433f18ac5ff477","A parallel scheme that combines the OpenMP and the vector arithmetic logic unit (VALU) hardware acceleration is presented to speed up the multilevel fast multipole algorithm (MLFMA) on shared-memory computers. Performance of the hybrid parallel OpenMP-VALU MLFMA is investigated and several strategies are employed to improve the overall speedup and parallel efficiency. Effectiveness of the hybrid parallel scheme is verified by numerical results of the electromagnetic (EM) scattering examples, and related numerical stability issue is discussed as well. © 1963-2012 IEEE.","Algorithms; Application programming interfaces (API); Computer hardware; Hardware; Parallel architectures; Parallel processing systems; Arithmetic logic unit; Electromagnetic scattering; Hardware acceleration; Multi level fast multipole algorithms (MLFMA); Multi-level fast multi-pole algorithm; OpenMP; Parallel efficiency; Shared-memory computers; Multiprocessing systems","Electromagnetic scattering; multilevel fast multipole algorithm; OpenMP; parallel computing; vector arithmetic logic unit (VALU)","Article","Final","","Scopus","2-s2.0-84904178439"
